indicator,year,name,category,group,value
good_self_rated_health,2018,milford,Total,Total,0.6666666666666666
good_self_rated_health,2018,milford,Gender,Male,0.69
good_self_rated_health,2018,milford,Gender,Female,0.6428571428571429
good_self_rated_health,2018,milford,Age,Under age 55,0.7070707070707071
good_self_rated_health,2018,milford,Age,Age 55 or older,0.62
good_self_rated_health,2018,milford,Education,Bachelor's or higher,0.7171717171717171
good_self_rated_health,2018,milford,Education,Some college or less,0.6161616161616161
good_self_rated_health,2018,milford,Income,$75K+,0.69
good_self_rated_health,2018,milford,Income,<$75K,0.62
good_self_rated_health,2018,milford,With children,No children,0.6363636363636364
good_self_rated_health,2018,milford,With children,Children in household,0.73
good_self_rated_health,2018,monroe,Total,Total,0.69
good_self_rated_health,2018,ncdhd,Total,Total,0.48484848484848486
good_self_rated_health,2018,ncdhd,Gender,Male,0.5353535353535354
good_self_rated_health,2018,ncdhd,Gender,Female,0.44
good_self_rated_health,2018,ncdhd,Age,Under age 55,0.494949494949495
good_self_rated_health,2018,ncdhd,Age,Age 55 or older,0.46
good_self_rated_health,2018,ncdhd,Race/Ethnicity,White,0.47474747474747475
good_self_rated_health,2018,ncdhd,Race/Ethnicity,Not white,0.52
good_self_rated_health,2018,ncdhd,Education,High school or less,0.49
good_self_rated_health,2018,ncdhd,Education,Some college or Associate's,0.3877551020408163
good_self_rated_health,2018,ncdhd,Education,Bachelor's or higher,0.5700000000000001
good_self_rated_health,2018,ncdhd,Income,<$30K,0.33
good_self_rated_health,2018,ncdhd,Income,$30K-$75K,0.47959183673469385
good_self_rated_health,2018,ncdhd,Income,$75K+,0.57
good_self_rated_health,2018,ncdhd,With children,No children,0.48484848484848486
good_self_rated_health,2018,ncdhd,With children,Children in household,0.48
good_self_rated_health,2018,nddh,Total,Total,0.54
good_self_rated_health,2018,nddh,Gender,Male,0.55
good_self_rated_health,2018,nddh,Gender,Female,0.54
good_self_rated_health,2018,nddh,Age,Under age 55,0.57
good_self_rated_health,2018,nddh,Age,Age 55 or older,0.5
good_self_rated_health,2018,nddh,Education,High school or less,0.53
good_self_rated_health,2018,nddh,Education,Some college or Associate's,0.45
good_self_rated_health,2018,nddh,Education,Bachelor's or higher,0.62
good_self_rated_health,2018,nddh,Income,<$30K,0.32999999999999996
good_self_rated_health,2018,nddh,Income,$30K-$75K,0.5
good_self_rated_health,2018,nddh,Income,$75K+,0.78
good_self_rated_health,2018,nddh,With children,No children,0.47000000000000003
good_self_rated_health,2018,nddh,With children,Children in household,0.66
good_self_rated_health,2018,new_britain,Total,Total,0.51
good_self_rated_health,2018,new_britain,Gender,Male,0.53
good_self_rated_health,2018,new_britain,Gender,Female,0.5
good_self_rated_health,2018,new_britain,Age,Under age 55,0.5700000000000001
good_self_rated_health,2018,new_britain,Age,Age 55 or older,0.41000000000000003
good_self_rated_health,2018,new_britain,Race/Ethnicity,White,0.44999999999999996
good_self_rated_health,2018,new_britain,Race/Ethnicity,Not white,0.5700000000000001
good_self_rated_health,2018,new_britain,Education,High school or less,0.35
good_self_rated_health,2018,new_britain,Education,Some college or Associate's,0.49
good_self_rated_health,2018,new_britain,Education,Bachelor's or higher,0.76
good_self_rated_health,2018,new_britain,Income,<$30K,0.32
good_self_rated_health,2018,new_britain,Income,$30K-$75K,0.6
good_self_rated_health,2018,new_britain,Income,$75K+,0.7
good_self_rated_health,2018,new_britain,With children,No children,0.47
good_self_rated_health,2018,new_britain,With children,Children in household,0.62
good_self_rated_health,2018,new_haven,Total,Total,0.55
good_self_rated_health,2018,new_haven,Gender,Male,0.6
good_self_rated_health,2018,new_haven,Gender,Female,0.52
good_self_rated_health,2018,new_haven,Age,Ages 18-34,0.63
good_self_rated_health,2018,new_haven,Age,Ages 35-49,0.48484848484848486
good_self_rated_health,2018,new_haven,Age,Ages 50-64,0.56
good_self_rated_health,2018,new_haven,Age,Ages 65+,0.4343434343434344
good_self_rated_health,2018,new_haven,Race/Ethnicity,White,0.6000000000000001
good_self_rated_health,2018,new_haven,Race/Ethnicity,Black,0.51
good_self_rated_health,2018,new_haven,Race/Ethnicity,Latino,0.53
good_self_rated_health,2018,new_haven,Education,High school or less,0.37373737373737376
good_self_rated_health,2018,new_haven,Education,Some college or Associate's,0.55
good_self_rated_health,2018,new_haven,Education,Bachelor's or higher,0.6799999999999999
good_self_rated_health,2018,new_haven,Income,<$30K,0.38
good_self_rated_health,2018,new_haven,Income,$30K-$75K,0.57
good_self_rated_health,2018,new_haven,Income,$75K+,0.78
good_self_rated_health,2018,new_haven,With children,No children,0.54
good_self_rated_health,2018,new_haven,With children,Children in household,0.5800000000000001
good_self_rated_health,2018,new_haven_inner_ring,Total,Total,0.52
good_self_rated_health,2018,new_haven_inner_ring,Gender,Male,0.52
good_self_rated_health,2018,new_haven_inner_ring,Gender,Female,0.5353535353535354
good_self_rated_health,2018,new_haven_inner_ring,Age,Ages 18-34,0.55
good_self_rated_health,2018,new_haven_inner_ring,Age,Ages 35-49,0.59
good_self_rated_health,2018,new_haven_inner_ring,Age,Ages 50-64,0.5700000000000001
good_self_rated_health,2018,new_haven_inner_ring,Age,Ages 65+,0.4141414141414142
good_self_rated_health,2018,new_haven_inner_ring,Race/Ethnicity,White,0.53
good_self_rated_health,2018,new_haven_inner_ring,Race/Ethnicity,Black,0.4747474747474748
good_self_rated_health,2018,new_haven_inner_ring,Race/Ethnicity,Latino,0.47
good_self_rated_health,2018,new_haven_inner_ring,Education,High school or less,0.48484848484848486
good_self_rated_health,2018,new_haven_inner_ring,Education,Some college or Associate's,0.45
good_self_rated_health,2018,new_haven_inner_ring,Education,Bachelor's or higher,0.6
good_self_rated_health,2018,new_haven_inner_ring,Income,<$30K,0.4
good_self_rated_health,2018,new_haven_inner_ring,Income,$30K-$75K,0.49
good_self_rated_health,2018,new_haven_inner_ring,Income,$75K+,0.63
good_self_rated_health,2018,new_haven_inner_ring,With children,No children,0.49
good_self_rated_health,2018,new_haven_inner_ring,With children,Children in household,0.6
good_self_rated_health,2018,new_haven_outer_ring,Total,Total,0.6666666666666667
good_self_rated_health,2018,new_haven_outer_ring,Gender,Male,0.7070707070707071
good_self_rated_health,2018,new_haven_outer_ring,Gender,Female,0.6060606060606061
good_self_rated_health,2018,new_haven_outer_ring,Age,Ages 18-34,0.7244897959183674
good_self_rated_health,2018,new_haven_outer_ring,Age,Ages 35-49,0.68
good_self_rated_health,2018,new_haven_outer_ring,Age,Ages 50-64,0.6363636363636364
good_self_rated_health,2018,new_haven_outer_ring,Age,Ages 65+,0.5800000000000001
good_self_rated_health,2018,new_haven_outer_ring,Education,High school or less,0.5816326530612246
good_self_rated_health,2018,new_haven_outer_ring,Education,Some college or Associate's,0.6428571428571429
good_self_rated_health,2018,new_haven_outer_ring,Education,Bachelor's or higher,0.7
good_self_rated_health,2018,new_haven_outer_ring,Income,<$30K,0.55
good_self_rated_health,2018,new_haven_outer_ring,Income,$30K-$75K,0.5800000000000001
good_self_rated_health,2018,new_haven_outer_ring,Income,$75K+,0.71
good_self_rated_health,2018,new_haven_outer_ring,With children,No children,0.6428571428571429
good_self_rated_health,2018,new_haven_outer_ring,With children,Children in household,0.72
good_self_rated_health,2018,new_london,Total,Total,0.51
good_self_rated_health,2018,new_london,Gender,Male,0.58
good_self_rated_health,2018,new_london,Gender,Female,0.4444444444444445
good_self_rated_health,2018,new_london,Age,Under age 55,0.52
good_self_rated_health,2018,new_london,Age,Age 55 or older,0.48484848484848486
good_self_rated_health,2018,new_london,Race/Ethnicity,White,0.5454545454545455
good_self_rated_health,2018,new_london,Race/Ethnicity,Not white,0.51
good_self_rated_health,2018,new_london,Education,Bachelor's or higher,0.6599999999999999
good_self_rated_health,2018,new_london,Education,Less than Bachelor's degree,0.4545454545454546
good_self_rated_health,2018,new_london,Income,$75K+,0.69
good_self_rated_health,2018,new_london,Income,<$75K,0.51
good_self_rated_health,2018,new_milford,Total,Total,0.6
good_self_rated_health,2018,new_milford,Gender,Male,0.61
good_self_rated_health,2018,new_milford,Gender,Female,0.58
good_self_rated_health,2018,new_milford,Age,Under age 55,0.58
good_self_rated_health,2018,new_milford,Age,Age 55 or older,0.6363636363636364
good_self_rated_health,2018,new_milford,Education,High school or less,0.5151515151515151
good_self_rated_health,2018,new_milford,Education,Some college or Associate's,0.55
good_self_rated_health,2018,new_milford,Education,Bachelor's or higher,0.66
good_self_rated_health,2018,new_milford,Income,$75K+,0.7
good_self_rated_health,2018,new_milford,Income,<$75K,0.5050505050505051
good_self_rated_health,2018,new_milford,With children,No children,0.56
good_self_rated_health,2018,new_milford,With children,Children in household,0.6599999999999999
good_self_rated_health,2018,newtown,Total,Total,0.7
good_self_rated_health,2018,newtown,Gender,Male,0.69
good_self_rated_health,2018,newtown,Gender,Female,0.7070707070707071
good_self_rated_health,2018,newtown,Age,Under age 55,0.7171717171717171
good_self_rated_health,2018,newtown,Age,Age 55 or older,0.6799999999999999
good_self_rated_health,2018,newtown,Education,Bachelor's or higher,0.8
good_self_rated_health,2018,newtown,Education,Some college or less,0.5454545454545455
good_self_rated_health,2018,newtown,Income,$75K+,0.74
good_self_rated_health,2018,newtown,Income,<$75K,0.55
good_self_rated_health,2018,newtown,With children,No children,0.6699999999999999
good_self_rated_health,2018,newtown,With children,Children in household,0.7373737373737373
good_self_rated_health,2018,norwalk,Total,Total,0.6161616161616161
good_self_rated_health,2018,norwalk,Gender,Male,0.65
good_self_rated_health,2018,norwalk,Gender,Female,0.585858585858586
good_self_rated_health,2018,norwalk,Age,Ages 18-34,0.56
good_self_rated_health,2018,norwalk,Age,Ages 35-49,0.7
good_self_rated_health,2018,norwalk,Age,Ages 50-64,0.66
good_self_rated_health,2018,norwalk,Age,Ages 65+,0.53
good_self_rated_health,2018,norwalk,Race/Ethnicity,White,0.71
good_self_rated_health,2018,norwalk,Race/Ethnicity,Not white,0.494949494949495
good_self_rated_health,2018,norwalk,Education,High school or less,0.5102040816326531
good_self_rated_health,2018,norwalk,Education,Some college or Associate's,0.55
good_self_rated_health,2018,norwalk,Education,Bachelor's or higher,0.68
good_self_rated_health,2018,norwalk,Income,<$30K,0.3917525773195876
good_self_rated_health,2018,norwalk,Income,$30K-$75K,0.5
good_self_rated_health,2018,norwalk,Income,$75K+,0.78
good_self_rated_health,2018,norwalk,With children,No children,0.6161616161616162
good_self_rated_health,2018,norwalk,With children,Children in household,0.64
good_self_rated_health,2018,nyborder,Total,Total,0.5800000000000001
good_self_rated_health,2018,nyborder,Gender,Male,0.54
good_self_rated_health,2018,nyborder,Gender,Female,0.61
good_self_rated_health,2018,nyborder,Age,Ages 18-34,0.56
good_self_rated_health,2018,nyborder,Age,Ages 35-49,0.59
good_self_rated_health,2018,nyborder,Age,Ages 50-64,0.5900000000000001
good_self_rated_health,2018,nyborder,Age,Ages 65+,0.52
good_self_rated_health,2018,nyborder,Race/Ethnicity,White,0.64
good_self_rated_health,2018,nyborder,Race/Ethnicity,Not white,0.49
good_self_rated_health,2018,nyborder,Education,High school or less,0.41000000000000003
good_self_rated_health,2018,nyborder,Education,Some college or Associate's,0.61
good_self_rated_health,2018,nyborder,Education,Bachelor's or higher,0.65
good_self_rated_health,2018,nyborder,Income,<$30K,0.41000000000000003
good_self_rated_health,2018,nyborder,Income,$30K-$75K,0.5
good_self_rated_health,2018,nyborder,Income,$75K+,0.69
good_self_rated_health,2018,nyborder,With children,No children,0.5800000000000001
good_self_rated_health,2018,nyborder,With children,Children in household,0.5700000000000001
good_self_rated_health,2018,pomperaug,Total,Total,0.6
good_self_rated_health,2018,pomperaug,Gender,Male,0.64
good_self_rated_health,2018,pomperaug,Gender,Female,0.58
good_self_rated_health,2018,pomperaug,Age,Under age 55,0.68
good_self_rated_health,2018,pomperaug,Age,Age 55 or older,0.54
good_self_rated_health,2018,pomperaug,Education,Bachelor's or higher,0.6699999999999999
good_self_rated_health,2018,pomperaug,Education,Some college or less,0.5
good_self_rated_health,2018,pomperaug,Income,$75K+,0.76
good_self_rated_health,2018,pomperaug,Income,<$75K,0.4
good_self_rated_health,2018,pomperaug,With children,No children,0.5800000000000001
good_self_rated_health,2018,pomperaug,With children,Children in household,0.6599999999999999
good_self_rated_health,2018,port_chester_ny,Total,Total,0.54
good_self_rated_health,2018,port_chester_ny,Gender,Male,0.5599999999999999
good_self_rated_health,2018,port_chester_ny,Gender,Female,0.53
good_self_rated_health,2018,port_chester_ny,Age,Under age 55,0.55
good_self_rated_health,2018,port_chester_ny,Age,Age 55 or older,0.53
good_self_rated_health,2018,port_chester_ny,Race/Ethnicity,White,0.6000000000000001
good_self_rated_health,2018,port_chester_ny,Race/Ethnicity,Not white,0.47000000000000003
good_self_rated_health,2018,port_chester_ny,Education,High school or less,0.43
good_self_rated_health,2018,port_chester_ny,Education,Some college or Associate's,0.58
good_self_rated_health,2018,port_chester_ny,Education,Bachelor's or higher,0.6100000000000001
good_self_rated_health,2018,port_chester_ny,Income,$75K+,0.64
good_self_rated_health,2018,port_chester_ny,Income,<$75K,0.47000000000000003
good_self_rated_health,2018,port_chester_ny,With children,No children,0.54
good_self_rated_health,2018,port_chester_ny,With children,Children in household,0.52
good_self_rated_health,2018,stamford,Total,Total,0.67
good_self_rated_health,2018,stamford,Gender,Male,0.6666666666666667
good_self_rated_health,2018,stamford,Gender,Female,0.69
good_self_rated_health,2018,stamford,Age,Ages 18-34,0.7272727272727273
good_self_rated_health,2018,stamford,Age,Ages 35-49,0.71
good_self_rated_health,2018,stamford,Age,Ages 50-64,0.6799999999999999
good_self_rated_health,2018,stamford,Age,Ages 65+,0.5700000000000001
good_self_rated_health,2018,stamford,Race/Ethnicity,White,0.6868686868686869
good_self_rated_health,2018,stamford,Race/Ethnicity,Black,0.6
good_self_rated_health,2018,stamford,Race/Ethnicity,Latino,0.7
good_self_rated_health,2018,stamford,Education,High school or less,0.55
good_self_rated_health,2018,stamford,Education,Some college or Associate's,0.5714285714285715
good_self_rated_health,2018,stamford,Education,Bachelor's or higher,0.75
good_self_rated_health,2018,stamford,Income,<$30K,0.37
good_self_rated_health,2018,stamford,Income,$30K-$75K,0.7
good_self_rated_health,2018,stamford,Income,$75K+,0.77
good_self_rated_health,2018,stamford,With children,No children,0.6565656565656566
