code,category,response,value,group,year
Q46,Total,At least a year but less than 2 years,0.1,Total,2018
Q46,Total,Two years or more,0.22,Total,2018
Q46,Total,Don't know,0.04,Total,2018
Q46,Total,Refused,0.02,Total,2018
DEBT,Total,Something left over,0.62,Total,2018
DEBT,Total,Break even,0.17,Total,2018
DEBT,Total,Be in debt,0.16,Total,2018
DEBT,Total,Don't know,0.04,Total,2018
DEBT,Total,Refused,0.02,Total,2018
Q47,Total,Yes,0.61,Total,2018
Q47,Total,"No, but would like to work",0.06,Total,2018
Q47,Total,"No, retired",0.19,Total,2018
Q47,Total,"No, homemaker",0.04,Total,2018
Q47,Total,"No, full time student",0.03,Total,2018
Q47,Total,"No, disabled",0.05,Total,2018
Q47,Total,"No, Other",0.02,Total,2018
Q47,Total,Refused,0.01,Total,2018
Q48,Total,Less than 6 months,0.31,Total,2018
Q48,Total,At least 6 months but less than a year,0.2,Total,2018
Q48,Total,1 to 2 years,0.17,Total,2018
Q48,Total,2 to 4 years,0.1,Total,2018
Q48,Total,5 or more years,0.14,Total,2018
Q48,Total,Have never had a job in my lifetime,0.07,Total,2018
Q48,Total,Refused,0.01,Total,2018
Q49,Total,Full time,0.75,Total,2018
Q49,Total,Part time,0.24,Total,2018
Q49,Total,Other,0.01,Total,2018
Q49,Total,Refused,0,Total,2018
Q50,Total,By choice,0.7,Total,2018
Q50,Total,Rather have a full time job,0.29,Total,2018
Q50,Total,Refused,0.01,Total,2018
Q50,Total,"Underemployment Rate (based on Q47,49,50)",0.15291940298507464,Total,2018
Q51,Total,Less than 30,0.18,Total,2018
Q51,Total,30 to 49,0.61,Total,2018
Q51,Total,50 to 79,0.18,Total,2018
Q51,Total,80 or more,0.01,Total,2018
Q51,Total,Refused,0.02,Total,2018
Q52,Total,Yes,0.27,Total,2018
Q52,Total,No,0.73,Total,2018
Q52,Total,Don't know,0,Total,2018
Q52,Total,Refused,0,Total,2018
Q53,Total,More,0.43,Total,2018
Q53,Total,Less,0.33,Total,2018
Q53,Total,About the same,0.23,Total,2018
Q53,Total,Don't know,0.01,Total,2018
Q53,Total,Refused,0.01,Total,2018
Q54,Total,Have necessary education and training,0.76,Total,2018
Q54,Total,Need more,0.23,Total,2018
Q54,Total,Don't know,0.01,Total,2018
Q54,Total,Refused,0,Total,2018
Q55,Total,Have necessary education and training,0.47,Total,2018
Q55,Total,Need more,0.47,Total,2018
Q55,Total,Don't know,0.03,Total,2018
Q55,Total,Refused,0.02,Total,2018
Q56,Total,Drive myself,0.81,Total,2018
Q56,Total,Get a ride with friends or family,0.07,Total,2018
Q56,Total,Public bus system,0.05,Total,2018
Q56,Total,Train or railroad,0.01,Total,2018
Q56,Total,Walk,0.03,Total,2018
Q56,Total,Bicycle,0.01,Total,2018
Q56,Total,Take a taxi,0,Total,2018
Q56,Total,Ride paratransit,0,Total,2018
Q56,Total,Other,0.01,Total,2018
Q56,Total,I took no trips last month/Homebound,0.01,Total,2018
Q56,Total,Don't know,0,Total,2018
Q56,Total,Refused,0,Total,2018
Q56NEW,Total,Less than 15 minutes,0.32,Total,2018
Q56NEW,Total,15 to 29 minutes,0.35,Total,2018
Q56NEW,Total,30 to 59 minutes,0.24,Total,2018
Q56NEW,Total,60 to 89 minutes,0.05,Total,2018
Q56NEW,Total,90 minutes or more,0.02,Total,2018
Q56NEW,Total,Refused,0.02,Total,2018
Q61,Total,A computer or tablet with internet access,0.82,Total,2018
Q61,Total,A smartphone,0.79,Total,2018
Q61,Total,A cell phone with text and calling only but no internet,0.22,Total,2018
Q61,Total,None of the above,0.05,Total,2018
Q61,Total,Refused,0.01,Total,2018
Q62,Total,Yes,0.13,Total,2018
Q62,Total,No,0.87,Total,2018
Q62,Total,Don't know,0,Total,2018
Q62,Total,Refused,0,Total,2018
Q63,Total,Almost every month,0.28,Total,2018
Q63,Total,Some months but not every month,0.39,Total,2018
Q63,Total,Only 1 or 2 months,0.33,Total,2018
Q63,Total,Don't know,0,Total,2018
Q63,Total,Refused,0,Total,2018
Q64,Total,Yes,0.08,Total,2018
Q64,Total,No,0.92,Total,2018
Q64,Total,Don't know,0,Total,2018
Q64,Total,Refused,0,Total,2018
Q64_GAS,Total,Yes,0.1,Total,2018
Q64_GAS,Total,No,0.89,Total,2018
Q64_GAS,Total,Don't know,0,Total,2018
Q64_GAS,Total,Refused,0,Total,2018
Q65,Total,Yes,0.12,Total,2018
Q65,Total,No,0.88,Total,2018
Q65,Total,Don't know,0,Total,2018
Q65,Total,Refused,0,Total,2018
Q65_1,Total,Yes,0.38,Total,2018
Q65_1,Total,No,0.62,Total,2018
Q65_1,Total,Don't know,0,Total,2018
Q65_1,Total,Refused,0,Total,2018
Q66,Total,Yes,0.9,Total,2018
Q66,Total,No,0.09,Total,2018
Q66,Total,Don't know,0,Total,2018
Q66,Total,Refused,0.01,Total,2018
Q68,Total,Yes,0.1,Total,2018
Q68,Total,No,0.89,Total,2018
Q68,Total,Don't know,0,Total,2018
Q68,Total,Refused,0,Total,2018
Q69,Total,Yes,0.05,Total,2018
Q69,Total,No,0.95,Total,2018
Q69,Total,Don't know,0,Total,2018
Q69,Total,Refused,0,Total,2018
Q70,Total,Once,0.4,Total,2018
Q70,Total,Twice,0.17,Total,2018
Q70,Total,Three or more,0.25,Total,2018
Q70,Total,Refused,0.19,Total,2018
Q71,Total,Yes,0.31,Total,2018
Q71,Total,No,0.68,Total,2018
Q71,Total,Don't know,0,Total,2018
Q71,Total,Refused,0,Total,2018
Q72,Total,Yes,0.42,Total,2018
Q72,Total,No,0.57,Total,2018
Q72,Total,Don't know,0.01,Total,2018
Q72,Total,Refused,0,Total,2018
Q73,Total,Yes,0.42,Total,2018
Q73,Total,No,0.58,Total,2018
Q73,Total,Don't know,0,Total,2018
Q73,Total,Refused,0,Total,2018
Q74,Total,Yes,0.71,Total,2018
Q74,Total,No,0.27,Total,2018
Q74,Total,Don't know,0.02,Total,2018
Q74,Total,Refused,0,Total,2018
Q77NEW,Total,Yes,0.51,Total,2018
Q77NEW,Total,No,0.49,Total,2018
Q77NEW,Total,Don't know,0.01,Total,2018
Q77NEW,Total,Refused,0,Total,2018
DISCRIM1,Total,Yes,0.27,Total,2018
DISCRIM1,Total,No,0.72,Total,2018
DISCRIM1,Total,Don't know,0.01,Total,2018
DISCRIM1,Total,Refused,0,Total,2018
DISCRIM1_2,Total,Your Ancestry or National Origins,0.05,Total,2018
DISCRIM1_2,Total,Your Gender,0.2,Total,2018
DISCRIM1_2,Total,Your Race,0.17,Total,2018
DISCRIM1_2,Total,Your Age,0.15,Total,2018
DISCRIM1_2,Total,Your Religion,0.02,Total,2018
DISCRIM1_2,Total,Your Height,0.01,Total,2018
DISCRIM1_2,Total,Your Weight,0.04,Total,2018
DISCRIM1_2,Total,Some other Aspect of Your Physical Appearance,0.09,Total,2018
DISCRIM1_2,Total,Your Sexual Orientation,0.04,Total,2018
DISCRIM1_2,Total,Your Education or Income Level,0.08,Total,2018
DISCRIM1_2,Total,A physical disability,0.06,Total,2018
DISCRIM1_2,Total,Don't know,0.35,Total,2018
DISCRIM1_2,Total,Refused,0.03,Total,2018
DISCRIM1_1,Total,Once every week or more,0.02,Total,2018
DISCRIM1_1,Total,A few times every month,0.02,Total,2018
DISCRIM1_1,Total,A few times every year,0.06,Total,2018
DISCRIM1_1,Total,A few times in the past 3 years,0.13,Total,2018
DISCRIM1_1,Total,Once,0.29,Total,2018
DISCRIM1_1,Total,Never in the past 3 years,0.46,Total,2018
DISCRIM1_1,Total,Don't know,0.01,Total,2018
DISCRIM1_1,Total,Refused,0,Total,2018
DISCRIM2,Total,Yes,0.11,Total,2018
DISCRIM2,Total,No,0.88,Total,2018
DISCRIM2,Total,Don't know,0,Total,2018
DISCRIM2,Total,Refused,0,Total,2018
DISCRIM2_2,Total,Your Ancestry or National Origins,0.09,Total,2018
DISCRIM2_2,Total,Your Gender,0.11,Total,2018
DISCRIM2_2,Total,Your Race,0.32,Total,2018
DISCRIM2_2,Total,Your Age,0.15,Total,2018
DISCRIM2_2,Total,Your Religion,0.02,Total,2018
DISCRIM2_2,Total,Your Height,0.03,Total,2018
DISCRIM2_2,Total,Your Weight,0.02,Total,2018
DISCRIM2_2,Total,Some other Aspect of Your Physical Appearance,0.17,Total,2018
DISCRIM2_2,Total,Your Sexual Orientation,0.02,Total,2018
DISCRIM2_2,Total,Your Education or Income Level,0.04,Total,2018
DISCRIM2_2,Total,A physical disability,0.02,Total,2018
DISCRIM2_2,Total,Don't know,0.32,Total,2018
DISCRIM2_2,Total,Refused,0.03,Total,2018
DISCRIM2_1,Total,Once every week or more,0.02,Total,2018
DISCRIM2_1,Total,A few times every month,0.02,Total,2018
DISCRIM2_1,Total,A few times every year,0.09,Total,2018
DISCRIM2_1,Total,A few times in the past 3 years,0.19,Total,2018
DISCRIM2_1,Total,Once,0.29,Total,2018
DISCRIM2_1,Total,Never in the past 3 years,0.38,Total,2018
DISCRIM2_1,Total,Don't know,0,Total,2018
DISCRIM2_1,Total,Refused,0,Total,2018
DISCRIM2_3,Total,In a car,0.63,Total,2018
DISCRIM2_3,Total,Walking or biking along a street,0.22,Total,2018
DISCRIM2_3,Total,At a bus stop,0.04,Total,2018
DISCRIM2_3,Total,Inside a bus,0.01,Total,2018
DISCRIM2_3,Total,At a public park,0.08,Total,2018
DISCRIM2_3,Total,Inside a house or apartment,0.1,Total,2018
DISCRIM2_3,Total,Inside a store,0.07,Total,2018
DISCRIM2_3,Total,Someplace else Other,0.14,Total,2018
DISCRIM2_3,Total,Don't know,0.01,Total,2018
DISCRIM2_3,Total,Refused,0,Total,2018
DISCRIM3,Total,Yes,0.1,Total,2018
DISCRIM3,Total,No,0.87,Total,2018
DISCRIM3,Total,Don't know,0.02,Total,2018
DISCRIM3,Total,Refused,0,Total,2018
DISCRIM3_2,Total,Your Ancestry or National Origins,0.02,Total,2018
DISCRIM3_2,Total,Your Gender,0.31,Total,2018
DISCRIM3_2,Total,Your Race,0.05,Total,2018
DISCRIM3_2,Total,Your Age,0.14,Total,2018
DISCRIM3_2,Total,Your Religion,0.01,Total,2018
DISCRIM3_2,Total,Your Height,0.01,Total,2018
DISCRIM3_2,Total,Your Weight,0.01,Total,2018
DISCRIM3_2,Total,Some other Aspect of Your Physical Appearance,0.04,Total,2018
DISCRIM3_2,Total,Your Sexual Orientation,0.02,Total,2018
DISCRIM3_2,Total,Your Education or Income Level,0.12,Total,2018
DISCRIM3_2,Total,A physical disability,0.01,Total,2018
DISCRIM3_2,Total,Don't know,0.42,Total,2018
DISCRIM3_2,Total,Refused,0.02,Total,2018
DISCRIM3_1,Total,Once every week or more,0.04,Total,2018
DISCRIM3_1,Total,A few times every month,0.05,Total,2018
DISCRIM3_1,Total,A few times every year,0.14,Total,2018
DISCRIM3_1,Total,A few times in the past 3 years,0.27,Total,2018
DISCRIM3_1,Total,Once,0.36,Total,2018
DISCRIM3_1,Total,Never in the past 3 years,0.11,Total,2018
DISCRIM3_1,Total,Don't know,0.04,Total,2018
DISCRIM3_1,Total,Refused,0,Total,2018
DISCRIM4,Total,Yes,0.04,Total,2018
DISCRIM4,Total,No,0.95,Total,2018
DISCRIM4,Total,Don't know,0,Total,2018
DISCRIM4,Total,Refused,0,Total,2018
DISCRIM4_2,Total,Your Ancestry or National Origins,0.11,Total,2018
DISCRIM4_2,Total,Your Gender,0.08,Total,2018
DISCRIM4_2,Total,Your Race,0.35,Total,2018
DISCRIM4_2,Total,Your Age,0.1,Total,2018
DISCRIM4_2,Total,Your Religion,0.05,Total,2018
DISCRIM4_2,Total,Your Height,0.02,Total,2018
DISCRIM4_2,Total,Your Weight,0.01,Total,2018
DISCRIM4_2,Total,Some other Aspect of Your Physical Appearance,0.08,Total,2018
DISCRIM4_2,Total,Your Sexual Orientation,0.02,Total,2018
DISCRIM4_2,Total,Your Education or Income Level,0.18,Total,2018
DISCRIM4_2,Total,A physical disability,0.07,Total,2018
DISCRIM4_2,Total,Don't know,0.24,Total,2018
DISCRIM4_2,Total,Refused,0.03,Total,2018
DISCRIM4_1,Total,Once every week or more,0.04,Total,2018
DISCRIM4_1,Total,A few times every month,0.04,Total,2018
DISCRIM4_1,Total,A few times every year,0.05,Total,2018
DISCRIM4_1,Total,A few times in the past 3 years,0.19,Total,2018
DISCRIM4_1,Total,Once,0.27,Total,2018
DISCRIM4_1,Total,Never in the past 3 years,0.38,Total,2018
DISCRIM4_1,Total,Don't know,0.03,Total,2018
DISCRIM4_1,Total,Refused,0.01,Total,2018
DISCRIM5,Total,Yes,0.1,Total,2018
DISCRIM5,Total,No,0.88,Total,2018
DISCRIM5,Total,Don't know,0.01,Total,2018
DISCRIM5,Total,Refused,0,Total,2018
DISCRIM5_2,Total,Your Ancestry or National Origins,0.07,Total,2018
DISCRIM5_2,Total,Your Gender,0.12,Total,2018
DISCRIM5_2,Total,Your Race,0.17,Total,2018
DISCRIM5_2,Total,Your Age,0.12,Total,2018
DISCRIM5_2,Total,Your Religion,0.03,Total,2018
DISCRIM5_2,Total,Your Height,0.01,Total,2018
DISCRIM5_2,Total,Your Weight,0.08,Total,2018
DISCRIM5_2,Total,Some other Aspect of Your Physical Appearance,0.11,Total,2018
DISCRIM5_2,Total,Your Sexual Orientation,0.04,Total,2018
DISCRIM5_2,Total,Your Education or Income Level,0.13,Total,2018
DISCRIM5_2,Total,A physical disability,0.06,Total,2018
DISCRIM5_2,Total,Your health insurance status,0.26,Total,2018
DISCRIM5_2,Total,Don't know,0.23,Total,2018
DISCRIM5_2,Total,Refused,0.01,Total,2018
DISCRIM5_1,Total,Once every week or more,0.04,Total,2018
DISCRIM5_1,Total,A few times every month,0.04,Total,2018
DISCRIM5_1,Total,A few times every year,0.21,Total,2018
DISCRIM5_1,Total,A few times in the past 3 years,0.31,Total,2018
DISCRIM5_1,Total,Once,0.23,Total,2018
DISCRIM5_1,Total,Never in the past 3 years,0.15,Total,2018
DISCRIM5_1,Total,Don't know,0.02,Total,2018
DISCRIM5_1,Total,Refused,0,Total,2018
DISCRIM5_3,Total,At a doctor's office or when visiting the doctor,0.48,Total,2018
DISCRIM5_3,Total,At a hospital or emergency room,0.4,Total,2018
DISCRIM5_3,Total,At a community health center,0.12,Total,2018
DISCRIM5_3,Total,At an urgent care center,0.13,Total,2018
DISCRIM5_3,Total,At a pharmacy,0.07,Total,2018
DISCRIM5_3,Total,At a dentist,0.12,Total,2018
DISCRIM5_3,Total,Within a nursing home or other facility,0.02,Total,2018
DISCRIM5_3,Total,When seeking health insurance coverage (in person or online),0.07,Total,2018
DISCRIM5_3,Total,Someplace else Other,0.09,Total,2018
DISCRIM5_3,Total,Don't know,0.02,Total,2018
DISCRIM5_3,Total,Refused,0,Total,2018
Q77,Total,Yes,0.94,Total,2018
Q77,Total,No,0.06,Total,2018
Q77,Total,Refused,0,Total,2018
Q78,Total,Spanish,0.41,Total,2018
Q78,Total,"Chinese (Cantonese, Mandarin)",0.07,Total,2018
Q78,Total,French,0.02,Total,2018
Q78,Total,German,0.01,Total,2018
Q78,Total,Tagalog,0.02,Total,2018
Q78,Total,Vietnamese,0.02,Total,2018
Q78,Total,Italian,0.02,Total,2018
Q78,Total,Korean,0.01,Total,2018
Q78,Total,Russian,0.02,Total,2018
Q78,Total,Polish,0.03,Total,2018
Q78,Total,Arabic,0.02,Total,2018
Q78,Total,Portuguese,0.04,Total,2018
Q78,Total,Japanese,0.02,Total,2018
Q78,Total,Haitian Creole (Creole/Kreyol),0.03,Total,2018
Q78,Total,Hindi,0.04,Total,2018
Q78,Total,Urdu,0.02,Total,2018
Q78,Total,Other,0.18,Total,2018
Q78,Total,Refused,0.02,Total,2018
Q79,Total,Yes,0.88,Total,2018
Q79,Total,No,0.12,Total,2018
Q79,Total,Refused,0,Total,2018
Q80,Total,Less than 5,0.12,Total,2018
Q80,Total,5 to 10,0.12,Total,2018
Q80,Total,11 to 20,0.23,Total,2018
Q80,Total,More than 20,0.5,Total,2018
Q80,Total,Refused,0.03,Total,2018
MILITARY,Total,Yes,0.09,Total,2018
MILITARY,Total,No,0.9,Total,2018
MILITARY,Total,Refused,0.01,Total,2018
DISABILITY,Total,Yes,0.16,Total,2018
DISABILITY,Total,No,0.83,Total,2018
DISABILITY,Total,Refused,0.01,Total,2018
ENROLLED,Total,Yes,0.3,Total,2018
ENROLLED,Total,No,0.7,Total,2018
ENROLLED,Total,Refused,0,Total,2018
NOCOLLEGE1,Total,Too expensive,0.39,Total,2018
NOCOLLEGE1,Total,Child care responsibilities,0.15,Total,2018
NOCOLLEGE1,Total,Supported or cared for parents or siblings,0.05,Total,2018
NOCOLLEGE1,Total,Needed to earn money,0.27,Total,2018
NOCOLLEGE1,Total,Wanted to work,0.33,Total,2018
NOCOLLEGE1,Total,Simply was not interested in college,0.15,Total,2018
NOCOLLEGE1,Total,Was not admitted,0.02,Total,2018
NOCOLLEGE1,Total,Did not think benefits of attending college were worth the cost,0.14,Total,2018
NOCOLLEGE1,Total,Other,0.12,Total,2018
NOCOLLEGE1,Total,Don't know,0.02,Total,2018
NOCOLLEGE1,Total,Refused,0.01,Total,2018
SOMECOLLEG,Total,Too expensive,0.41,Total,2018
SOMECOLLEG,Total,Child care responsibilities,0.15,Total,2018
SOMECOLLEG,Total,Supported or cared for parents or siblings,0.06,Total,2018
SOMECOLLEG,Total,Needed to earn money,0.32,Total,2018
SOMECOLLEG,Total,Wanted to work,0.25,Total,2018
SOMECOLLEG,Total,Simply was not interested in college,0.14,Total,2018
SOMECOLLEG,Total,Did not think benefits of attending college were worth the cost,0.13,Total,2018
SOMECOLLEG,Total,Low grades,0.08,Total,2018
SOMECOLLEG,Total,Other,0.18,Total,2018
SOMECOLLEG,Total,Don't know,0.03,Total,2018
SOMECOLLEG,Total,Refused,0.01,Total,2018
SOCI1,Total,Lesbian or Gay,0.02,Total,2018
SOCI1,Total,"Straight, that is, not gay",0.89,Total,2018
SOCI1,Total,Bisexual,0.04,Total,2018
SOCI1,Total,Something else,0.02,Total,2018
SOCI1,Total,I don't know the answer,0,Total,2018
SOCI1,Total,Refused,0.03,Total,2018
SOCI2,Total,"Yes, Transgender male to female",0.003,Total,2018
SOCI2,Total,"Yes, Transgender female to male",0.002,Total,2018
SOCI2,Total,"Yes, Transgender, gender nonconforming",0.002,Total,2018
SOCI2,Total,No,0.969,Total,2018
SOCI2,Total,Don't know/Not sure,0.003,Total,2018
SOCI2,Total,Refused,0.02,Total,2018
TRANSG1,Total,Yes,0.54,Total,2018
TRANSG1,Total,No,0.41,Total,2018
TRANSG1,Total,Don't know,0.05,Total,2018
TRANSG1,Total,Refused,0,Total,2018
TRANSG2,Total,Has knowledge on transgender related health care needs,0.48,Total,2018
TRANSG2,Total,Comfortable with patients who identify as transgender,0.67,Total,2018
TRANSG2,Total,"Addresses my transgender specific health care needs, not only other medical needs",0.43,Total,2018
TRANSG2,Total,Office policies and forms are transgender inclusive,0.36,Total,2018
TRANSG2,Total,Office is a welcoming environment for transgender patients,0.41,Total,2018
TRANSG2,Total,Other,0.02,Total,2018
TRANSG2,Total,Don't know,0.02,Total,2018
TRANSG2,Total,Refused,0.03,Total,2018
TRANSG3,Total,Not enough knowledge on transgender related health care needs,0.53,Total,2018
TRANSG3,Total,Not comfortable with patients who identify as transgender,0.29,Total,2018
TRANSG3,Total,"Does not address my transgender specific health care needs, only other medical needs",0.51,Total,2018
TRANSG3,Total,Office policies and forms are not transgender inclusive,0.3,Total,2018
TRANSG3,Total,Office does not provide a welcoming environment for transgender patients,0.15,Total,2018
TRANSG3,Total,Other,0.05,Total,2018
TRANSG3,Total,Don't know,0.04,Total,2018
TRANSG3,Total,Refused,0,Total,2018
TRANSG4,Total,Yes,0.42,Total,2018
TRANSG4,Total,No,0.54,Total,2018
TRANSG4,Total,Don't know,0.03,Total,2018
TRANSG4,Total,Refused,0.01,Total,2018
Q1,Wealthy,Yes,0.91,Wealthy,2018
Q1,Wealthy,No,0.08,Wealthy,2018
Q1,Wealthy,Don't know,0,Wealthy,2018
Q1,Wealthy,Refused,0.01,Wealthy,2018
Q2,Wealthy,Much better,0.07,Wealthy,2018
Q2,Wealthy,Somewhat better,0.17,Wealthy,2018
Q2,Wealthy,About the same,0.58,Wealthy,2018
Q2,Wealthy,Somewhat worse,0.12,Wealthy,2018
Q2,Wealthy,Much worse,0.04,Wealthy,2018
Q2,Wealthy,Don't know,0.01,Wealthy,2018
Q2,Wealthy,Refused,0,Wealthy,2018
Q4A,Wealthy,Excellent,0.21,Wealthy,2018
Q4A,Wealthy,Good,0.44,Wealthy,2018
Q4A,Wealthy,Fair,0.18,Wealthy,2018
Q4A,Wealthy,Poor,0.07,Wealthy,2018
Q4A,Wealthy,Don't know enough about it in order to say,0.1,Wealthy,2018
Q4A,Wealthy,Refused,0,Wealthy,2018
Q4D,Wealthy,Excellent,0.53,Wealthy,2018
Q4D,Wealthy,Good,0.33,Wealthy,2018
Q4D,Wealthy,Fair,0.08,Wealthy,2018
Q4D,Wealthy,Poor,0.02,Wealthy,2018
Q4D,Wealthy,Don't know enough about it in order to say,0.05,Wealthy,2018
Q4D,Wealthy,Refused,0,Wealthy,2018
Q4E,Wealthy,Excellent,0.19,Wealthy,2018
Q4E,Wealthy,Good,0.37,Wealthy,2018
Q4E,Wealthy,Fair,0.2,Wealthy,2018
Q4E,Wealthy,Poor,0.08,Wealthy,2018
Q4E,Wealthy,Don't know enough about it in order to say,0.15,Wealthy,2018
Q4E,Wealthy,Refused,0,Wealthy,2018
Q4F,Wealthy,Excellent,0.59,Wealthy,2018
Q4F,Wealthy,Good,0.31,Wealthy,2018
Q4F,Wealthy,Fair,0.05,Wealthy,2018
Q4F,Wealthy,Poor,0.02,Wealthy,2018
Q4F,Wealthy,Don't know enough about it in order to say,0.03,Wealthy,2018
Q4F,Wealthy,Refused,0,Wealthy,2018
Q4G,Wealthy,Excellent,0.5,Wealthy,2018
Q4G,Wealthy,Good,0.37,Wealthy,2018
Q4G,Wealthy,Fair,0.1,Wealthy,2018
Q4G,Wealthy,Poor,0.01,Wealthy,2018
Q4G,Wealthy,Don't know enough about it in order to say,0.02,Wealthy,2018
Q4G,Wealthy,Refused,0,Wealthy,2018
Q4H,Wealthy,Excellent,0.43,Wealthy,2018
Q4H,Wealthy,Good,0.35,Wealthy,2018
Q4H,Wealthy,Fair,0.17,Wealthy,2018
Q4H,Wealthy,Poor,0.03,Wealthy,2018
Q4H,Wealthy,Don't know enough about it in order to say,0.02,Wealthy,2018
Q4H,Wealthy,Refused,0,Wealthy,2018
Q5,Wealthy,Yes,0.63,Wealthy,2018
Q5,Wealthy,No,0.37,Wealthy,2018
Q5,Wealthy,Don't know,0,Wealthy,2018
Q5,Wealthy,Refused,0,Wealthy,2018
Q6,Wealthy,Great influence,0.08,Wealthy,2018
Q6,Wealthy,Moderate influence,0.38,Wealthy,2018
Q6,Wealthy,A little influence,0.3,Wealthy,2018
Q6,Wealthy,No influence at all,0.21,Wealthy,2018
Q6,Wealthy,Don't know,0.03,Wealthy,2018
Q6,Wealthy,Refused,0,Wealthy,2018
Q8,Wealthy,Very often,0.22,Wealthy,2018
Q8,Wealthy,Fairly often,0.24,Wealthy,2018
Q8,Wealthy,Sometimes,0.39,Wealthy,2018
Q8,Wealthy,Almost never,0.07,Wealthy,2018
Q8,Wealthy,Never at all,0.09,Wealthy,2018
Q8,Wealthy,Don't know,0,Wealthy,2018
Q8,Wealthy,Refused,0,Wealthy,2018
Q9,Wealthy,Very often,0.88,Wealthy,2018
Q9,Wealthy,Fairly often,0.05,Wealthy,2018
Q9,Wealthy,Sometimes,0.05,Wealthy,2018
Q9,Wealthy,Almost never,0.01,Wealthy,2018
Q9,Wealthy,Never at all,0.01,Wealthy,2018
Q9,Wealthy,Don't know,0,Wealthy,2018
Q9,Wealthy,Refused,0,Wealthy,2018
Q57,Wealthy,"Single, never married",0.23,Wealthy,2018
Q57,Wealthy,Married or civil union,0.62,Wealthy,2018
Q57,Wealthy,Living with partner,0.02,Wealthy,2018
Q57,Wealthy,Separated,0,Wealthy,2018
Q57,Wealthy,Divorced,0.06,Wealthy,2018
Q57,Wealthy,Widowed,0.07,Wealthy,2018
Q57,Wealthy,Refused,0.01,Wealthy,2018
Q60,Wealthy,One,0.18,Wealthy,2018
Q60,Wealthy,Two,0.5,Wealthy,2018
Q60,Wealthy,Three,0.21,Wealthy,2018
Q60,Wealthy,Four or more,0.09,Wealthy,2018
Q60,Wealthy,Refused,0.02,Wealthy,2018
Q58,Wealthy,Refused,0.02,Wealthy,2018
Q58,Wealthy,No,0.57,Wealthy,2018
Q58,Wealthy,Yes,0.41,Wealthy,2018
CHILDCARE,Wealthy,Very easy,0.02,Wealthy,2018
CHILDCARE,Wealthy,Somewhat easy,0.32,Wealthy,2018
CHILDCARE,Wealthy,Somewhat hard,0.2,Wealthy,2018
CHILDCARE,Wealthy,Very hard,0.41,Wealthy,2018
CHILDCARE,Wealthy,Don't know,0.05,Wealthy,2018
CHILDCARE,Wealthy,Refused,0,Wealthy,2018
Q11,Wealthy,I own my home,0.73,Wealthy,2018
Q11,Wealthy,I rent my home,0.17,Wealthy,2018
Q11,Wealthy,I live with family or friends who own,0.07,Wealthy,2018
Q11,Wealthy,I live with family or friends who rent,0.01,Wealthy,2018
Q11,Wealthy,Other,0.01,Wealthy,2018
Q11,Wealthy,Refused,0,Wealthy,2018
Q12,Wealthy,Yes,0.07,Wealthy,2018
Q12,Wealthy,No,0.93,Wealthy,2018
Q12,Wealthy,Don't know,0,Wealthy,2018
Q12,Wealthy,Refused,0,Wealthy,2018
MOVEYEAR,Wealthy,Within the last 3 years,0.16,Wealthy,2018
